name,description,category,unit,unit_cost,supplier_name,minimum_stock,maximum_stock,current_stock,batch_number,location,gl_account,sku,vendor_item_number,notes
Sample Item 152,Sample description for inventory item 152,meat,pack,4.00,Prime Protein Supply,9.00,20.00,16.00,BATCH-062,Dry Storage,5101,SKU-00152,VIN-000456,Notes for item 152
Sample Item 153,Sample description for inventory item 153,dairy,lb,4.75,DairyBest Distributors,10.00,22.00,19.00,BATCH-063,Freezer,5102,SKU-00153,VIN-000459,Notes for item 153
Sample Item 154,Sample description for inventory item 154,dry_goods,kg,5.50,Metro Restaurant Supply,11.00,24.00,24.00,BATCH-064,Bar Storage,5103,SKU-00154,VIN-000462,Notes for item 154
Sample Item 155,Sample description for inventory item 155,beverages,oz,6.25,Gourmet Goods LLC,5.00,19.00,9.00,BATCH-065,Prep Station,5104,SKU-00155,VIN-000465,Notes for item 155
Sample Item 156,Sample description for inventory item 156,other,gal,7.00,Sunrise Produce,6.00,16.00,7.00,BATCH-066,Pantry,5105,SKU-00156,VIN-000468,Notes for item 156
Sample Item 157,Sample description for inventory item 157,produce,liter,7.75,Fresh Farms Co.,7.00,18.00,7.00,BATCH-067,Walk-in Cooler,5106,SKU-00157,VIN-000471,Notes for item 157
Sample Item 158,Sample description for inventory item 158,meat,case,8.50,Prime Protein Supply,8.00,20.00,9.00,BATCH-068,Dry Storage,5107,SKU-00158,VIN-000474,Notes for item 158
Sample Item 159,Sample description for inventory item 159,dairy,each,9.25,DairyBest Distributors,9.00,22.00,13.00,BATCH-069,Freezer,5108,SKU-00159,VIN-000477,Notes for item 159
Sample Item 160,Sample description for inventory item 160,dry_goods,pack,10.00,Metro Restaurant Supply,10.00,24.00,19.00,BATCH-070,Bar Storage,5109,SKU-00160,VIN-000480,Notes for item 160
Sample Item 161,Sample description for inventory item 161,beverages,lb,10.75,Gourmet Goods LLC,11.00,21.00,17.00,BATCH-071,Prep Station,5110,SKU-00161,VIN-000483,Notes for item 161
Sample Item 162,Sample description for inventory item 162,other,kg,11.50,Sunrise Produce,5.00,16.00,10.00,BATCH-072,Pantry,5111,SKU-00162,VIN-000486,Notes for item 162
Sample Item 163,Sample description for inventory item 163,produce,oz,12.25,Fresh Farms Co.,6.00,18.00,12.00,BATCH-073,Walk-in Cooler,5112,SKU-00163,VIN-000489,Notes for item 163
Sample Item 164,Sample description for inventory item 164,meat,gal,13.00,Prime Protein Supply,7.00,20.00,16.00,BATCH-074,Dry Storage,5113,SKU-00164,VIN-000492,Notes for item 164
Sample Item 165,Sample description for inventory item 165,dairy,liter,13.75,DairyBest Distributors,8.00,22.00,22.00,BATCH-075,Freezer,5114,SKU-00165,VIN-000495,Notes for item 165
Sample Item 166,Sample description for inventory item 166,dry_goods,case,3.25,Metro Restaurant Supply,9.00,19.00,9.00,BATCH-076,Bar Storage,5115,SKU-00166,VIN-000498,Notes for item 166
Sample Item 167,Sample description for inventory item 167,beverages,each,4.00,Gourmet Goods LLC,10.00,21.00,20.00,BATCH-077,Prep Station,5116,SKU-00167,VIN-000501,Notes for item 167
Sample Item 168,Sample description for inventory item 168,other,pack,4.75,Sunrise Produce,11.00,23.00,22.00,BATCH-078,Pantry,5117,SKU-00168,VIN-000504,Notes for item 168
Sample Item 169,Sample description for inventory item 169,produce,lb,5.50,Fresh Farms Co.,5.00,18.00,5.00,BATCH-079,Walk-in Cooler,5118,SKU-00169,VIN-000507,Notes for item 169
Sample Item 170,Sample description for inventory item 170,meat,kg,6.25,Prime Protein Supply,6.00,20.00,10.00,BATCH-080,Dry Storage,5119,SKU-00170,VIN-000510,Notes for item 170
Sample Item 171,Sample description for inventory item 171,dairy,oz,7.00,DairyBest Distributors,7.00,17.00,12.00,BATCH-081,Freezer,5120,SKU-00171,VIN-000513,Notes for item 171
Sample Item 172,Sample description for inventory item 172,dry_goods,gal,7.75,Metro Restaurant Supply,8.00,19.00,11.00,BATCH-082,Bar Storage,5121,SKU-00172,VIN-000516,Notes for item 172
Sample Item 173,Sample description for inventory item 173,beverages,liter,8.50,Gourmet Goods LLC,9.00,21.00,12.00,BATCH-083,Prep Station,5122,SKU-00173,VIN-000519,Notes for item 173
Sample Item 174,Sample description for inventory item 174,other,case,9.25,Sunrise Produce,10.00,23.00,15.00,BATCH-084,Pantry,5123,SKU-00174,VIN-000522,Notes for item 174
Sample Item 175,Sample description for inventory item 175,produce,each,10.00,Fresh Farms Co.,11.00,25.00,20.00,BATCH-085,Walk-in Cooler,5124,SKU-00175,VIN-000525,Notes for item 175
Sample Item 176,Sample description for inventory item 176,meat,pack,10.75,Prime Protein Supply,5.00,15.00,15.00,BATCH-086,Dry Storage,5125,SKU-00176,VIN-000528,Notes for item 176
Sample Item 177,Sample description for inventory item 177,dairy,lb,11.50,DairyBest Distributors,6.00,17.00,14.00,BATCH-087,Freezer,5126,SKU-00177,VIN-000531,Notes for item 177
Sample Item 178,Sample description for inventory item 178,dry_goods,kg,12.25,Metro Restaurant Supply,7.00,19.00,15.00,BATCH-088,Bar Storage,5127,SKU-00178,VIN-000534,Notes for item 178
Sample Item 179,Sample description for inventory item 179,beverages,oz,13.00,Gourmet Goods LLC,8.00,21.00,18.00,BATCH-089,Prep Station,5128,SKU-00179,VIN-000537,Notes for item 179
Sample Item 180,Sample description for inventory item 180,other,gal,13.75,Sunrise Produce,9.00,23.00,23.00,BATCH-090,Pantry,5129,SKU-00180,VIN-000540,Notes for item 180
Sample Item 181,Sample description for inventory item 181,produce,liter,3.25,Fresh Farms Co.,10.00,20.00,14.00,BATCH-001,Walk-in Cooler,5130,SKU-00181,VIN-000543,Notes for item 181
Sample Item 182,Sample description for inventory item 182,meat,case,4.00,Prime Protein Supply,11.00,22.00,12.00,BATCH-002,Dry Storage,5131,SKU-00182,VIN-000546,Notes for item 182
Sample Item 183,Sample description for inventory item 183,dairy,each,4.75,DairyBest Distributors,5.00,17.00,5.00,BATCH-003,Freezer,5132,SKU-00183,VIN-000549,Notes for item 183
Sample Item 184,Sample description for inventory item 184,dry_goods,pack,5.50,Metro Restaurant Supply,6.00,19.00,7.00,BATCH-004,Bar Storage,5133,SKU-00184,VIN-000552,Notes for item 184
Sample Item 185,Sample description for inventory item 185,beverages,lb,6.25,Gourmet Goods LLC,7.00,21.00,11.00,BATCH-005,Prep Station,5134,SKU-00185,VIN-000555,Notes for item 185
Sample Item 186,Sample description for inventory item 186,other,kg,7.00,Sunrise Produce,8.00,18.00,17.00,BATCH-006,Pantry,5135,SKU-00186,VIN-000558,Notes for item 186
Sample Item 187,Sample description for inventory item 187,produce,oz,7.75,Fresh Farms Co.,9.00,20.00,15.00,BATCH-007,Walk-in Cooler,5136,SKU-00187,VIN-000561,Notes for item 187
Sample Item 188,Sample description for inventory item 188,meat,gal,8.50,Prime Protein Supply,10.00,22.00,15.00,BATCH-008,Dry Storage,5137,SKU-00188,VIN-000564,Notes for item 188
Sample Item 189,Sample description for inventory item 189,dairy,liter,9.25,DairyBest Distributors,11.00,24.00,17.00,BATCH-009,Freezer,5138,SKU-00189,VIN-000567,Notes for item 189
Sample Item 190,Sample description for inventory item 190,dry_goods,case,10.00,Metro Restaurant Supply,5.00,19.00,14.00,BATCH-010,Bar Storage,5139,SKU-00190,VIN-000570,Notes for item 190
Sample Item 191,Sample description for inventory item 191,beverages,each,10.75,Gourmet Goods LLC,6.00,16.00,9.00,BATCH-011,Prep Station,5140,SKU-00191,VIN-000573,Notes for item 191
Sample Item 192,Sample description for inventory item 192,other,pack,11.50,Sunrise Produce,7.00,18.00,18.00,BATCH-012,Pantry,5141,SKU-00192,VIN-000576,Notes for item 192
Sample Item 193,Sample description for inventory item 193,produce,lb,12.25,Fresh Farms Co.,8.00,20.00,18.00,BATCH-013,Walk-in Cooler,5142,SKU-00193,VIN-000579,Notes for item 193
Sample Item 194,Sample description for inventory item 194,meat,kg,13.00,Prime Protein Supply,9.00,22.00,20.00,BATCH-014,Dry Storage,5143,SKU-00194,VIN-000582,Notes for item 194
Sample Item 195,Sample description for inventory item 195,dairy,oz,13.75,DairyBest Distributors,10.00,24.00,24.00,BATCH-015,Freezer,5144,SKU-00195,VIN-000585,Notes for item 195
Sample Item 196,Sample description for inventory item 196,dry_goods,gal,3.25,Metro Restaurant Supply,11.00,21.00,19.00,BATCH-016,Bar Storage,5145,SKU-00196,VIN-000588,Notes for item 196
Sample Item 197,Sample description for inventory item 197,beverages,liter,4.00,Gourmet Goods LLC,5.00,16.00,9.00,BATCH-017,Prep Station,5146,SKU-00197,VIN-000591,Notes for item 197
Sample Item 198,Sample description for inventory item 198,other,case,4.75,Sunrise Produce,6.00,18.00,8.00,BATCH-018,Pantry,5147,SKU-00198,VIN-000594,Notes for item 198
Sample Item 199,Sample description for inventory item 199,produce,each,5.50,Fresh Farms Co.,7.00,20.00,9.00,BATCH-019,Walk-in Cooler,5148,SKU-00199,VIN-000597,Notes for item 199
Sample Item 200,Sample description for inventory item 200,meat,pack,6.25,Prime Protein Supply,8.00,22.00,12.00,BATCH-020,Dry Storage,5149,SKU-00200,VIN-000600,Notes for item 200
Sample Item 201,Sample description for inventory item 201,dairy,lb,7.00,DairyBest Distributors,9.00,19.00,11.00,BATCH-021,Freezer,5100,SKU-00201,VIN-000603,Notes for item 201
Sample Item 202,Sample description for inventory item 202,dry_goods,kg,7.75,Metro Restaurant Supply,10.00,21.00,19.00,BATCH-022,Bar Storage,5101,SKU-00202,VIN-000606,Notes for item 202
Sample Item 203,Sample description for inventory item 203,beverages,oz,8.50,Gourmet Goods LLC,11.00,23.00,18.00,BATCH-023,Prep Station,5102,SKU-00203,VIN-000609,Notes for item 203
Sample Item 204,Sample description for inventory item 204,other,gal,9.25,Sunrise Produce,5.00,18.00,12.00,BATCH-024,Pantry,5103,SKU-00204,VIN-000612,Notes for item 204
Sample Item 205,Sample description for inventory item 205,produce,liter,10.00,Fresh Farms Co.,6.00,20.00,15.00,BATCH-025,Walk-in Cooler,5104,SKU-00205,VIN-000615,Notes for item 205
Sample Item 206,Sample description for inventory item 206,meat,case,10.75,Prime Protein Supply,7.00,17.00,14.00,BATCH-026,Dry Storage,5105,SKU-00206,VIN-000618,Notes for item 206
Sample Item 207,Sample description for inventory item 207,dairy,each,11.50,DairyBest Distributors,8.00,19.00,10.00,BATCH-027,Freezer,5106,SKU-00207,VIN-000621,Notes for item 207
Sample Item 208,Sample description for inventory item 208,dry_goods,pack,12.25,Metro Restaurant Supply,9.00,21.00,21.00,BATCH-028,Bar Storage,5107,SKU-00208,VIN-000624,Notes for item 208
Sample Item 209,Sample description for inventory item 209,beverages,lb,13.00,Gourmet Goods LLC,10.00,23.00,22.00,BATCH-029,Prep Station,5108,SKU-00209,VIN-000627,Notes for item 209
Sample Item 210,Sample description for inventory item 210,other,kg,13.75,Sunrise Produce,11.00,25.00,25.00,BATCH-030,Pantry,5109,SKU-00210,VIN-000630,Notes for item 210
Sample Item 211,Sample description for inventory item 211,produce,oz,3.25,Fresh Farms Co.,5.00,15.00,6.00,BATCH-031,Walk-in Cooler,5110,SKU-00211,VIN-000633,Notes for item 211
Sample Item 212,Sample description for inventory item 212,meat,gal,4.00,Prime Protein Supply,6.00,17.00,13.00,BATCH-032,Dry Storage,5111,SKU-00212,VIN-000636,Notes for item 212
Sample Item 213,Sample description for inventory item 213,dairy,liter,4.75,DairyBest Distributors,7.00,19.00,11.00,BATCH-033,Freezer,5112,SKU-00213,VIN-000639,Notes for item 213
Sample Item 214,Sample description for inventory item 214,dry_goods,case,5.50,Metro Restaurant Supply,8.00,21.00,11.00,BATCH-034,Bar Storage,5113,SKU-00214,VIN-000642,Notes for item 214
Sample Item 215,Sample description for inventory item 215,beverages,each,6.25,Gourmet Goods LLC,9.00,23.00,13.00,BATCH-035,Prep Station,5114,SKU-00215,VIN-000645,Notes for item 215
Sample Item 216,Sample description for inventory item 216,other,pack,7.00,Sunrise Produce,10.00,20.00,16.00,BATCH-036,Pantry,5115,SKU-00216,VIN-000648,Notes for item 216
Sample Item 217,Sample description for inventory item 217,produce,lb,7.75,Fresh Farms Co.,11.00,22.00,11.00,BATCH-037,Walk-in Cooler,5116,SKU-00217,VIN-000651,Notes for item 217
Sample Item 218,Sample description for inventory item 218,meat,kg,8.50,Prime Protein Supply,5.00,17.00,14.00,BATCH-038,Dry Storage,5117,SKU-00218,VIN-000654,Notes for item 218
Sample Item 219,Sample description for inventory item 219,dairy,oz,9.25,DairyBest Distributors,6.00,19.00,14.00,BATCH-039,Freezer,5118,SKU-00219,VIN-000657,Notes for item 219
Sample Item 220,Sample description for inventory item 220,dry_goods,gal,10.00,Metro Restaurant Supply,7.00,21.00,16.00,BATCH-040,Bar Storage,5119,SKU-00220,VIN-000660,Notes for item 220
Sample Item 221,Sample description for inventory item 221,beverages,liter,10.75,Gourmet Goods LLC,8.00,18.00,8.00,BATCH-041,Prep Station,5120,SKU-00221,VIN-000663,Notes for item 221
Sample Item 222,Sample description for inventory item 222,other,case,11.50,Sunrise Produce,9.00,20.00,14.00,BATCH-042,Pantry,5121,SKU-00222,VIN-000666,Notes for item 222
Sample Item 223,Sample description for inventory item 223,produce,each,12.25,Fresh Farms Co.,10.00,22.00,11.00,BATCH-043,Walk-in Cooler,5122,SKU-00223,VIN-000669,Notes for item 223
Sample Item 224,Sample description for inventory item 224,meat,pack,13.00,Prime Protein Supply,11.00,24.00,24.00,BATCH-044,Dry Storage,5123,SKU-00224,VIN-000672,Notes for item 224
Sample Item 225,Sample description for inventory item 225,dairy,lb,13.75,DairyBest Distributors,5.00,19.00,19.00,BATCH-045,Freezer,5124,SKU-00225,VIN-000675,Notes for item 225
Sample Item 226,Sample description for inventory item 226,dry_goods,kg,3.25,Metro Restaurant Supply,6.00,16.00,11.00,BATCH-046,Bar Storage,5125,SKU-00226,VIN-000678,Notes for item 226
Sample Item 227,Sample description for inventory item 227,beverages,oz,4.00,Gourmet Goods LLC,7.00,18.00,17.00,BATCH-047,Prep Station,5126,SKU-00227,VIN-000681,Notes for item 227
Sample Item 228,Sample description for inventory item 228,other,gal,4.75,Sunrise Produce,8.00,20.00,14.00,BATCH-048,Pantry,5127,SKU-00228,VIN-000684,Notes for item 228
Sample Item 229,Sample description for inventory item 229,produce,liter,5.50,Fresh Farms Co.,9.00,22.00,13.00,BATCH-049,Walk-in Cooler,5128,SKU-00229,VIN-000687,Notes for item 229
Sample Item 230,Sample description for inventory item 230,meat,case,6.25,Prime Protein Supply,10.00,24.00,14.00,BATCH-050,Dry Storage,5129,SKU-00230,VIN-000690,Notes for item 230
Sample Item 231,Sample description for inventory item 231,dairy,each,7.00,DairyBest Distributors,11.00,21.00,21.00,BATCH-051,Freezer,5130,SKU-00231,VIN-000693,Notes for item 231
Sample Item 232,Sample description for inventory item 232,dry_goods,pack,7.75,Metro Restaurant Supply,5.00,16.00,8.00,BATCH-052,Bar Storage,5131,SKU-00232,VIN-000696,Notes for item 232
Sample Item 233,Sample description for inventory item 233,beverages,lb,8.50,Gourmet Goods LLC,6.00,18.00,17.00,BATCH-053,Prep Station,5132,SKU-00233,VIN-000699,Notes for item 233
Sample Item 234,Sample description for inventory item 234,other,kg,9.25,Sunrise Produce,7.00,20.00,16.00,BATCH-054,Pantry,5133,SKU-00234,VIN-000702,Notes for item 234
Sample Item 235,Sample description for inventory item 235,produce,oz,10.00,Fresh Farms Co.,8.00,22.00,17.00,BATCH-055,Walk-in Cooler,5134,SKU-00235,VIN-000705,Notes for item 235
Sample Item 236,Sample description for inventory item 236,meat,gal,10.75,Prime Protein Supply,9.00,19.00,13.00,BATCH-056,Dry Storage,5135,SKU-00236,VIN-000708,Notes for item 236
Sample Item 237,Sample description for inventory item 237,dairy,liter,11.50,DairyBest Distributors,10.00,21.00,18.00,BATCH-057,Freezer,5136,SKU-00237,VIN-000711,Notes for item 237
Sample Item 238,Sample description for inventory item 238,dry_goods,case,12.25,Metro Restaurant Supply,11.00,23.00,14.00,BATCH-058,Bar Storage,5137,SKU-00238,VIN-000714,Notes for item 238
Sample Item 239,Sample description for inventory item 239,beverages,each,13.00,Gourmet Goods LLC,5.00,18.00,5.00,BATCH-059,Prep Station,5138,SKU-00239,VIN-000717,Notes for item 239
Sample Item 240,Sample description for inventory item 240,other,pack,13.75,Sunrise Produce,6.00,20.00,20.00,BATCH-060,Pantry,5139,SKU-00240,VIN-000720,Notes for item 240
Sample Item 241,Sample description for inventory item 241,produce,lb,3.25,Fresh Farms Co.,7.00,17.00,16.00,BATCH-061,Walk-in Cooler,5140,SKU-00241,VIN-000723,Notes for item 241
Sample Item 242,Sample description for inventory item 242,meat,kg,4.00,Prime Protein Supply,8.00,19.00,9.00,BATCH-062,Dry Storage,5141,SKU-00242,VIN-000726,Notes for item 242
Sample Item 243,Sample description for inventory item 243,dairy,oz,4.75,DairyBest Distributors,9.00,21.00,17.00,BATCH-063,Freezer,5142,SKU-00243,VIN-000729,Notes for item 243
Sample Item 244,Sample description for inventory item 244,dry_goods,gal,5.50,Metro Restaurant Supply,10.00,23.00,15.00,BATCH-064,Bar Storage,5143,SKU-00244,VIN-000732,Notes for item 244
Sample Item 245,Sample description for inventory item 245,beverages,liter,6.25,Gourmet Goods LLC,11.00,25.00,15.00,BATCH-065,Prep Station,5144,SKU-00245,VIN-000735,Notes for item 245
Sample Item 246,Sample description for inventory item 246,other,case,7.00,Sunrise Produce,5.00,15.00,8.00,BATCH-066,Pantry,5145,SKU-00246,VIN-000738,Notes for item 246
Sample Item 247,Sample description for inventory item 247,produce,each,7.75,Fresh Farms Co.,6.00,17.00,12.00,BATCH-067,Walk-in Cooler,5146,SKU-00247,VIN-000741,Notes for item 247
Sample Item 248,Sample description for inventory item 248,meat,pack,8.50,Prime Protein Supply,7.00,19.00,7.00,BATCH-068,Dry Storage,5147,SKU-00248,VIN-000744,Notes for item 248
Sample Item 249,Sample description for inventory item 249,dairy,lb,9.25,DairyBest Distributors,8.00,21.00,18.00,BATCH-069,Freezer,5148,SKU-00249,VIN-000747,Notes for item 249
Sample Item 250,Sample description for inventory item 250,dry_goods,kg,10.00,Metro Restaurant Supply,9.00,23.00,18.00,BATCH-070,Bar Storage,5149,SKU-00250,VIN-000750,Notes for item 250
Sample Item 251,Sample description for inventory item 251,beverages,oz,10.75,Gourmet Goods LLC,10.00,20.00,18.00,BATCH-071,Prep Station,5100,SKU-00251,VIN-000753,Notes for item 251
Sample Item 252,Sample description for inventory item 252,other,gal,11.50,Sunrise Produce,11.00,22.00,22.00,BATCH-072,Pantry,5101,SKU-00252,VIN-000756,Notes for item 252
Sample Item 253,Sample description for inventory item 253,produce,liter,12.25,Fresh Farms Co.,5.00,17.00,10.00,BATCH-073,Walk-in Cooler,5102,SKU-00253,VIN-000759,Notes for item 253
Sample Item 254,Sample description for inventory item 254,meat,case,13.00,Prime Protein Supply,6.00,19.00,7.00,BATCH-074,Dry Storage,5103,SKU-00254,VIN-000762,Notes for item 254
